institution_id,name,type,state,city,url,accreditation_status,source,last_updated
1,Akron,Law School,OH,,http://www.uakron.edu/law,ABA Approved (1961),ABA,2025-12-26 18:45:30
2,Alabama,Law School,AL,,http://www.law.ua.edu,ABA Approved (1926),ABA,2025-12-26 18:45:30
3,Albany,Law School,NY,,http://www.albanylaw.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
4,American,Law School,DC,,http://www.wcl.american.edu,ABA Approved (1940),ABA,2025-12-26 18:45:30
5,Appalachian,Law School,VA,,http://www.asl.edu,ABA Approved (2001),ABA,2025-12-26 18:45:30
6,Arizona,Law School,AZ,,http://www.law.arizona.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
7,Arizona State,Law School,AZ,,https://law.asu.edu,ABA Approved (1969),ABA,2025-12-26 18:45:30
8,Arkansas - Fayetteville,Law School,Arkansas,Fayetteville,http://law.uark.edu,ABA Approved (1926),ABA,2025-12-26 18:45:30
9,Arkansas - Little Rock,Law School,Arkansas,Little Rock,https://ualr.edu/law,ABA Approved (1969),ABA,2025-12-26 18:45:30
10,Atlanta's John Marshall Law School,Law School,,,http://www.johnmarshall.edu,ABA Approved (2005),ABA,2025-12-26 18:45:30
11,Ave Maria School of Law,Law School,,,http://www.avemarialaw.edu,ABA Approved (2002),ABA,2025-12-26 18:45:30
12,Baltimore,Law School,MD,,http://law.ubalt.edu/index.cfm,ABA Approved (1972),ABA,2025-12-26 18:45:30
13,Barry University,Law School,,,http://www.barry.edu/law,ABA Approved (2002),ABA,2025-12-26 18:45:30
14,Baylor,Law School,TX,,http://www.baylor.edu/law,ABA Approved (1931),ABA,2025-12-26 18:45:30
15,Belmont University,Law School,,,http://www.belmont.edu/law,ABA Approved (2013),ABA,2025-12-26 18:45:30
16,Boston College,Law School,MA,,http://www.bc.edu/schools/law,ABA Approved (1932),ABA,2025-12-26 18:45:30
17,Boston University,Law School,,,https://www.bu.edu/law,ABA Approved (1925),ABA,2025-12-26 18:45:30
18,Brigham Young,Law School,UT,,http://www.law.byu.edu,ABA Approved (1974),ABA,2025-12-26 18:45:30
19,Brooklyn,Law School,NY,,http://www.brooklaw.edu,ABA Approved (1937),ABA,2025-12-26 18:45:30
20,Buffalo,Law School,NY,,http://www.law.buffalo.edu,ABA Approved (1936),ABA,2025-12-26 18:45:30
21,California - Berkeley,Law School,California,Berkeley,http://www.law.berkeley.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
22,California - Davis,Law School,California,Davis,http://www.law.ucdavis.edu,ABA Approved (1968),ABA,2025-12-26 18:45:30
23,California - Irvine,Law School,California,Irvine,http://www.law.uci.edu,ABA Approved (2011),ABA,2025-12-26 18:45:30
24,California - Los Angeles,Law School,California,Los Angeles,http://www.law.ucla.edu,ABA Approved (1950),ABA,2025-12-26 18:45:30
25,California - San Francisco,Law School,California,San Francisco,http://www.uchastings.edu,ABA Approved (1939),ABA,2025-12-26 18:45:30
26,California Western,Law School,CA,,http://www.cwsl.edu,ABA Approved (1962),ABA,2025-12-26 18:45:30
27,Campbell,Law School,NC,,http://law.campbell.edu,ABA Approved (1979),ABA,2025-12-26 18:45:30
28,Capital,Law School,OH,,http://www.law.capital.edu,ABA Approved (1950),ABA,2025-12-26 18:45:30
29,Case Western Reserve,Law School,OH,,http://law.case.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
30,Catholic University of America,Law School,,,http://law.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
31,Chapman,Law School,CA,,http://www.chapman.edu/law,ABA Approved (1998),ABA,2025-12-26 18:45:30
32,Charleston,Law School,SC,,http://www.charlestonlaw.edu,ABA Approved (2006),ABA,2025-12-26 18:45:30
33,Chicago,Law School,IL,,http://www.law.uchicago.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
34,Chicago-Kent,Law School,Chicago,Kent,http://www.kentlaw.edu,ABA Approved (1936),ABA,2025-12-26 18:45:30
35,Cincinnati,Law School,OH,,http://www.law.uc.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
36,City University of New York,Law School,NY,,http://www.law.cuny.edu,ABA Approved (1985),ABA,2025-12-26 18:45:30
37,Cleveland State,Law School,OH,,http://www.law.csuohio.edu,ABA Approved (1957),ABA,2025-12-26 18:45:30
38,Colorado,Law School,CO,,http://www.colorado.edu/law,ABA Approved (1923),ABA,2025-12-26 18:45:30
39,Columbia,Law School,NY,,https://www.law.columbia.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
40,Connecticut,Law School,CT,,http://www.law.uconn.edu,ABA Approved (1933),ABA,2025-12-26 18:45:30
41,Cooley Law School,Law School,,,https://www.cooley.edu,ABA Approved (1975),ABA,2025-12-26 18:45:30
42,Cornell,Law School,NY,,http://www.lawschool.cornell.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
43,Creighton,Law School,NE,,http://law.creighton.edu,ABA Approved (1924),ABA,2025-12-26 18:45:30
44,Dayton,Law School,OH,,http://law.udayton.edu,ABA Approved (1975),ABA,2025-12-26 18:45:30
45,Denver,Law School,CO,,http://www.law.du.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
46,Depaul,Law School,IL,,https://law.depaul.edu/pages/default.aspx,ABA Approved (1925),ABA,2025-12-26 18:45:30
47,Detroit Mercy,Law School,MI,,https://law.udmercy.edu,ABA Approved (1933),ABA,2025-12-26 18:45:30
48,District of Columbia,Law School,DC,,https://law.udc.edu,ABA Approved (1991),ABA,2025-12-26 18:45:30
49,Drake,Law School,IA,,http://www.law.drake.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
50,Drexel,Law School,,,http://www.drexel.edu/law,ABA Approved (2008),ABA,2025-12-26 18:45:30
51,Duke,Law School,NC,,http://www.law.duke.edu,ABA Approved (1931),ABA,2025-12-26 18:45:30
52,Duquesne,Law School,PA,,https://www.duq.edu/academics/schools/law,ABA Approved (1960),ABA,2025-12-26 18:45:30
53,Elon,Law School,NC,,http://www.elon.edu/e-web/law,ABA Approved (2008),ABA,2025-12-26 18:45:30
54,Emory,Law School,GA,,http://www.law.emory.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
55,Faulkner,Law School,,,https://law.faulkner.edu,ABA Approved (2006),ABA,2025-12-26 18:45:30
56,Florida,Law School,FL,,http://www.law.ufl.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
57,Florida A&M,Law School,FL,,http://law.famu.edu,ABA Approved (2004),ABA,2025-12-26 18:45:30
58,Florida International,Law School,FL,,http://law.fiu.edu,ABA Approved (2004),ABA,2025-12-26 18:45:30
59,Florida State,Law School,FL,,http://www.law.fsu.edu,ABA Approved (1968),ABA,2025-12-26 18:45:30
60,Fordham,Law School,NY,,http://law.fordham.edu,ABA Approved (1936),ABA,2025-12-26 18:45:30
61,George Mason,Law School,VA,,http://www.law.gmu.edu,ABA Approved (1980),ABA,2025-12-26 18:45:30
62,George Washington,Law School,DC,,http://www.law.gwu.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
63,Georgetown,Law School,DC,,http://www.law.georgetown.edu,ABA Approved (1924),ABA,2025-12-26 18:45:30
64,Georgia,Law School,GA,,http://www.law.uga.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
65,Georgia State,Law School,GA,,http://law.gsu.edu,ABA Approved (1984),ABA,2025-12-26 18:45:30
66,Golden Gate,Law School,CA,,http://www.ggu.edu/law,ABA Approved (1956),ABA,2025-12-26 18:45:30
67,Gonzaga,Law School,WA,,http://www.law.gonzaga.edu,ABA Approved (1951),ABA,2025-12-26 18:45:30
68,Harvard,Law School,MA,,http://www.law.harvard.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
69,Hawaii,Law School,HI,,https://www.law.hawaii.edu,ABA Approved (1974),ABA,2025-12-26 18:45:30
70,Hofstra,Law School,NY,,https://law.hofstra.edu,ABA Approved (1971),ABA,2025-12-26 18:45:30
71,Houston,Law School,TX,,http://www.law.uh.edu,ABA Approved (1950),ABA,2025-12-26 18:45:30
72,Howard,Law School,DC,,http://law.howard.edu,ABA Approved (1931),ABA,2025-12-26 18:45:30
73,Idaho,Law School,ID,,https://www.uidaho.edu/law,ABA Approved (1925),ABA,2025-12-26 18:45:30
74,Illinois,Law School,IL,,https://law.illinois.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
75,Illinois Chicago,Law School,IL,,https://law.uic.edu,ABA Approved (1951),ABA,2025-12-26 18:45:30
76,Indiana University - Bloomington,Law School,Indiana University,Bloomington,https://law.indiana.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
77,Indiana University - Indianapolis,Law School,Indiana University,Indianapolis,https://mckinneylaw.iu.edu,ABA Approved (1944),ABA,2025-12-26 18:45:30
78,Inter American,Law School,PR,,https://derecho.inter.edu,ABA Approved (1969),ABA,2025-12-26 18:45:30
79,Iowa,Law School,IA,,https://law.uiowa.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
80,Jacksonville,Law School,,,https://www.ju.edu/law/index.php,ABA Approved (2024),ABA,2025-12-26 18:45:30
81,Judge Advocate General's School,Law School,,,,ABA Approved (1958),ABA,2025-12-26 18:45:30
82,Kansas,Law School,KS,,http://www.law.ku.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
83,Kentucky,Law School,KY,,http://www.uky.edu/law,ABA Approved (1925),ABA,2025-12-26 18:45:30
84,Lewis and Clark,Law School,OR,,http://law.lclark.edu,ABA Approved (1970),ABA,2025-12-26 18:45:30
85,Liberty,Law School,VA,,http://law.liberty.edu,ABA Approved (2006),ABA,2025-12-26 18:45:30
86,Lincoln Memorial,Law School,TN,,http://law.lmunet.edu,ABA Approved (2014),ABA,2025-12-26 18:45:30
87,Louisiana State,Law School,LA,,http://www.law.lsu.edu,ABA Approved (1926),ABA,2025-12-26 18:45:30
88,Louisville,Law School,KY,,http://www.law.louisville.edu,ABA Approved (1931),ABA,2025-12-26 18:45:30
89,Loyola - Chicago,Law School,Loyola,Chicago,http://www.luc.edu/law,ABA Approved (1925),ABA,2025-12-26 18:45:30
90,Loyola - Los Angeles,Law School,Loyola,Los Angeles,http://www.lls.edu,ABA Approved (1935),ABA,2025-12-26 18:45:30
91,Loyola - New Orleans,Law School,Loyola,New Orleans,http://www.loyno.edu/law,ABA Approved (1931),ABA,2025-12-26 18:45:30
92,Maine,Law School,ME,,http://mainelaw.maine.edu,ABA Approved (1962),ABA,2025-12-26 18:45:30
93,Marquette,Law School,WI,,http://mainelaw.maine.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
94,Maryland,Law School,MD,,http://www.law.umaryland.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
95,Massachusetts,Law School,MA,,http://www.umassd.edu/law,ABA Approved (2012),ABA,2025-12-26 18:45:30
96,McGeorge,Law School,,,http://www.mcgeorge.edu,ABA Approved (1969),ABA,2025-12-26 18:45:30
97,Memphis,Law School,TN,,http://www.memphis.edu/law,ABA Approved (1965),ABA,2025-12-26 18:45:30
98,Mercer,Law School,GA,,https://law.mercer.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
99,Miami,Law School,FL,,http://www.law.miami.edu,ABA Approved (1941),ABA,2025-12-26 18:45:30
100,Michigan,Law School,MI,,http://www.law.umich.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
101,Michigan State,Law School,MI,,http://www.law.msu.edu,ABA Approved (1941),ABA,2025-12-26 18:45:30
102,Minnesota,Law School,MN,,http://www.law.umn.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
103,Mississippi,Law School,MS,,http://www.law.olemiss.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
104,Mississippi College,Law School,MS,,http://law.mc.edu,ABA Approved (1980),ABA,2025-12-26 18:45:30
105,Missouri,Law School,MO,,http://www.law.missouri.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
106,Missouri - Kansas City,Law School,Missouri,Kansas City,https://law.umkc.edu,ABA Approved (1936),ABA,2025-12-26 18:45:30
107,Mitchell Hamline,Law School,MN,,http://mitchellhamline.edu,ABA Approved (2015),ABA,2025-12-26 18:45:30
108,Montana,Law School,MT,,http://www.umt.edu/law,ABA Approved (1923),ABA,2025-12-26 18:45:30
109,Nebraska,Law School,NE,,http://law.unl.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
110,Nevada,Law School,NV,,http://law.unlv.edu,ABA Approved (2000),ABA,2025-12-26 18:45:30
111,New England Law | Boston,Law School,MA,,http://www.nesl.edu,ABA Approved (1969),ABA,2025-12-26 18:45:30
112,New Hampshire,Law School,NH,,http://law.unh.edu,ABA Approved (1974),ABA,2025-12-26 18:45:30
113,New Mexico,Law School,NM,,http://lawschool.unm.edu,ABA Approved (1948),ABA,2025-12-26 18:45:30
114,New York Law School,Law School,,,http://www.nyls.edu,ABA Approved (1954),ABA,2025-12-26 18:45:30
115,New York University,Law School,NY,,http://www.law.nyu.edu,ABA Approved (1930),ABA,2025-12-26 18:45:30
116,North Carolina,Law School,NC,,https://law.unc.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
117,North Carolina Central,Law School,NC,,http://law.nccu.edu,ABA Approved (1950),ABA,2025-12-26 18:45:30
118,North Dakota,Law School,ND,,http://www.law.und.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
119,Northeastern,Law School,MA,,http://www.northeastern.edu/law,ABA Approved (1969),ABA,2025-12-26 18:45:30
120,Northern Illinois,Law School,IL,,http://law.niu.edu,ABA Approved (1978),ABA,2025-12-26 18:45:30
121,Northern Kentucky,Law School,KY,,http://www.nku.edu/~chase,ABA Approved (1954),ABA,2025-12-26 18:45:30
122,Northwestern,Law School,IL,,http://www.law.northwestern.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
123,Notre Dame,Law School,IN,,https://law.nd.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
124,Nova Southeastern,Law School,FL,,https://www.law.nova.edu,ABA Approved (1975),ABA,2025-12-26 18:45:30
125,Ohio Northern,Law School,OH,,https://law.onu.edu,ABA Approved (1948),ABA,2025-12-26 18:45:30
126,Oklahoma,Law School,OK,,http://www.law.ou.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
127,Oklahoma City,Law School,OK,,http://www.okcu.edu/law,ABA Approved (1960),ABA,2025-12-26 18:45:30
128,Oregon,Law School,OR,,https://law.uoregon.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
129,Pace,Law School,NY,,http://www.law.pace.edu,ABA Approved (1978),ABA,2025-12-26 18:45:30
130,Penn State-Dickinson Law,Law School,Penn State,Dickinson Law,https://dickinsonlaw.psu.edu,ABA Approved (1931),ABA,2025-12-26 18:45:30
131,Pennsylvania,Law School,PA,,http://www.law.upenn.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
132,Pepperdine,Law School,CA,,http://law.pepperdine.edu,ABA Approved (1972),ABA,2025-12-26 18:45:30
133,Pittsburgh,Law School,PA,,http://www.law.pitt.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
134,Pontifical Catholic of Puerto Rico,Law School,PR,,http://www.pucpr.edu,ABA Approved (1967),ABA,2025-12-26 18:45:30
135,Puerto Rico,Law School,,,http://derecho.uprrp.edu,ABA Approved (1945),ABA,2025-12-26 18:45:30
136,Quinnipiac,Law School,CT,,http://law.quinnipiac.edu,ABA Approved (1992),ABA,2025-12-26 18:45:30
137,Regent,Law School,VA,,http://www.regent.edu/acad/schlaw,ABA Approved (1989),ABA,2025-12-26 18:45:30
138,Richmond,Law School,VA,,http://law.richmond.edu,ABA Approved (1928),ABA,2025-12-26 18:45:30
139,Roger Williams,Law School,RI,,http://law.rwu.edu,ABA Approved (1995),ABA,2025-12-26 18:45:30
140,Rutgers,Law School,NJ,,http://www.law.rutgers.edu,ABA Approved (1941),ABA,2025-12-26 18:45:30
141,Saint Louis,Law School,,,http://law.slu.edu,ABA Approved (1924),ABA,2025-12-26 18:45:30
142,Samford,Law School,AL,,http://cumberland.samford.edu,ABA Approved (1949),ABA,2025-12-26 18:45:30
143,San Diego,Law School,CA,,http://www.sandiego.edu/law,ABA Approved (1961),ABA,2025-12-26 18:45:30
144,San Francisco,Law School,CA,,http://www.usfca.edu/law,ABA Approved (1935),ABA,2025-12-26 18:45:30
145,Santa Clara,Law School,CA,,http://www.scu.edu/law,ABA Approved (1937),ABA,2025-12-26 18:45:30
146,Seattle,Law School,WA,,http://www.law.seattleu.edu,ABA Approved (1994),ABA,2025-12-26 18:45:30
147,Seton Hall,Law School,NJ,,http://law.shu.edu,ABA Approved (1951),ABA,2025-12-26 18:45:30
148,South Carolina,Law School,SC,,http://www.law.sc.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
149,South Dakota,Law School,SD,,http://www.usd.edu/law,ABA Approved (1923),ABA,2025-12-26 18:45:30
150,South Texas-Houston,Law School,South Texas,Houston,http://www.stcl.edu,ABA Approved (1959),ABA,2025-12-26 18:45:30
151,Southern California,Law School,CA,,http://gould.usc.edu,ABA Approved (1924),ABA,2025-12-26 18:45:30
152,Southern Illinois,Law School,IL,,https://law.siu.edu,ABA Approved (1974),ABA,2025-12-26 18:45:30
153,Southern Methodist,Law School,TX,,https://www.smu.edu/law,ABA Approved (1927),ABA,2025-12-26 18:45:30
154,Southern University,Law School,LA,,http://www.sulc.edu,ABA Approved (1953),ABA,2025-12-26 18:45:30
155,Southwestern,Law School,CA,,http://www.swlaw.edu,ABA Approved (1970),ABA,2025-12-26 18:45:30
156,St. John's,Law School,NY,,http://www.stjohns.edu/law,ABA Approved (1937),ABA,2025-12-26 18:45:30
157,St. Mary's,Law School,TX,,http://www.stmarytx.edu/law,ABA Approved (1948),ABA,2025-12-26 18:45:30
158,St. Thomas (Florida),Law School,,,http://www.stu.edu,ABA Approved (1988),ABA,2025-12-26 18:45:30
159,St. Thomas (Minnesota),Law School,,,http://www.stthomas.edu/law,ABA Approved (2003),ABA,2025-12-26 18:45:30
160,Stanford,Law School,CA,,http://www.law.stanford.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
161,Stetson,Law School,FL,,https://www.stetson.edu/portal/law,ABA Approved (1930),ABA,2025-12-26 18:45:30
162,Suffolk,Law School,MA,,https://www.suffolk.edu/law,ABA Approved (1953),ABA,2025-12-26 18:45:30
163,Syracuse,Law School,NY,,https://law.syracuse.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
164,Temple,Law School,PA,,http://www.law.temple.edu,ABA Approved (1933),ABA,2025-12-26 18:45:30
165,Tennessee,Law School,TN,,http://www.law.utk.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
166,Texas,Law School,TX,,http://www.utexas.edu/law,ABA Approved (1923),ABA,2025-12-26 18:45:30
167,Texas A&M,Law School,TX,,https://law.tamu.edu,ABA Approved (1994),ABA,2025-12-26 18:45:30
168,Texas Southern,Law School,TX,,http://www.tsulaw.edu,ABA Approved (1949),ABA,2025-12-26 18:45:30
169,Texas Tech,Law School,TX,,http://www.law.ttu.edu,ABA Approved (1969),ABA,2025-12-26 18:45:30
170,The Ohio State,Law School,OH,,http://moritzlaw.osu.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
171,Toledo,Law School,OH,,https://www.utoledo.edu/law,ABA Approved (1939),ABA,2025-12-26 18:45:30
172,Touro,Law School,NY,,http://www.tourolaw.edu,ABA Approved (1983),ABA,2025-12-26 18:45:30
173,Tulane,Law School,LA,,http://www.law.tulane.edu,ABA Approved (1925),ABA,2025-12-26 18:45:30
174,Tulsa,Law School,OK,,http://www.utulsa.edu/law,ABA Approved (1950),ABA,2025-12-26 18:45:30
175,UNT Dallas,Law School,,,https://www.untdallas.edu/lawschool/index.php,ABA Approved (2017),ABA,2025-12-26 18:45:30
176,Utah,Law School,UT,,http://www.law.utah.edu,ABA Approved (1927),ABA,2025-12-26 18:45:30
177,Vanderbilt,Law School,TN,,http://www.vanderbilt.edu/law,ABA Approved (1925),ABA,2025-12-26 18:45:30
178,Vermont,Law School,VT,,http://www.vermontlaw.edu,ABA Approved (1975),ABA,2025-12-26 18:45:30
179,Villanova,Law School,PA,,http://www.law.villanova.edu,ABA Approved (1954),ABA,2025-12-26 18:45:30
180,Virginia,Law School,VA,,http://www.law.virginia.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
181,Wake Forest,Law School,NC,,http://www.law.wfu.edu,ABA Approved (1936),ABA,2025-12-26 18:45:30
182,Washburn,Law School,KS,,http://washburnlaw.edu,ABA Approved (1923),ABA,2025-12-26 18:45:30
